item,list,statesArray,relevant_property,sharpness,annotation_category,probability,source
8,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,sharp,DCF,0.045454547,empirical
13,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,sharp,DCF,0.05882353,empirical
21,2,"[[9.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,sharp,DCF,0.2753623,empirical
24,2,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 0.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",first,sharp,DCF,0.09259259,empirical
2,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 1.0]]",second,sharp,DCF,0.42592594,empirical
5,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DCF,0.20634921,empirical
16,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 0.0, 0.0]]",first,sharp,DCF,0.045454547,empirical
3,3,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 0.0]]",first,sharp,DCF,0.25925925,empirical
11,3,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 0.0]]",second,sharp,DCF,0.33333334,empirical
14,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,0.22222222,empirical
17,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [5.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",both,sharp,DCF,0.1969697,empirical
6,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,0.13725491,empirical
25,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [4.0, 1.0, 0.0]]",first,sharp,DCF,0.3188406,empirical
22,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",both,sharp,DCF,0.33333334,empirical
9,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [3.0, 0.0, 0.0]]",first,sharp,DCF,0.14814815,empirical
19,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,0.15873016,empirical
26,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,0.19354838,empirical
18,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,0.09803922,empirical
20,4,"[[10.0, 1.0, 1.0], [9.0, 0.0, 0.0], [1.0, 1.0, 1.0], [4.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,0.23188406,empirical
4,4,"[[9.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",first,blurred,DCF,0.12962963,empirical
23,4,"[[10.0, 0.0, 1.0], [3.0, 0.0, 1.0], [3.0, 0.0, 0.0], [5.0, 0.0, 0.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,blurred,DCF,0.15384616,empirical
12,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,0.12698413,empirical
1,4,"[[9.0, 0.0, 1.0], [3.0, 0.0, 0.0], [4.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,0.060606062,empirical
7,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,0.19607843,empirical
15,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,0.2923077,empirical
2,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,0.12698413,empirical
27,5,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,0.16666667,empirical
13,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,0.0,empirical
5,5,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 0.0], [1.0, 1.0, 0.0]]",both,blurred,DCF,0.2173913,empirical
10,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,0.09259259,empirical
21,5,"[[9.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",first,blurred,DCF,0.18867925,empirical
16,5,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,0.09677419,empirical
8,5,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [6.0, 1.0, 0.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",first,blurred,DCF,0.15151516,empirical
24,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [3.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",first,blurred,DCF,0.019607844,empirical
17,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",first,blurred,DCF,0.13043478,empirical
6,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 0.0, 0.0], [2.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,blurred,DCF,0.2777778,empirical
11,6,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 0.0], [5.0, 0.0, 1.0], [4.0, 1.0, 1.0]]",both,blurred,DCF,0.22222222,empirical
14,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 0.0], [2.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,0.33870968,empirical
25,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [3.0, 0.0, 1.0]]",second,blurred,DCF,0.16666667,empirical
19,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,0.23529412,empirical
22,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 1.0, 1.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,0.2753623,empirical
9,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [1.0, 0.0, 0.0]]",both,blurred,DCF,0.22222222,empirical
3,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [6.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,blurred,DCF,0.22222222,empirical
15,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DF,0.1764706,empirical
18,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",second,sharp,DF,0.08695652,empirical
1,1,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",both,sharp,DF,0.055555556,empirical
4,1,"[[10.0, 0.0, 1.0], [3.0, 0.0, 0.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",both,sharp,DF,0.14814815,empirical
23,1,"[[9.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 1.0, 0.0]]",both,sharp,DF,0.11111111,empirical
12,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",both,sharp,DF,0.06153846,empirical
7,1,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DF,0.13725491,empirical
26,1,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DF,0.11594203,empirical
20,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",second,sharp,DF,0.03773585,empirical
10,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,sharp,DF,0.03846154,empirical
27,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,sharp,DF,0.11111111,empirical
8,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,sharp,DF,0.22727273,empirical
13,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,sharp,DF,0.09803922,empirical
21,2,"[[9.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,sharp,DF,0.08695652,empirical
24,2,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 0.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",first,sharp,DF,0.055555556,empirical
2,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 1.0]]",second,sharp,DF,0.14814815,empirical
5,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DF,0.11111111,empirical
16,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 0.0, 0.0]]",first,sharp,DF,0.18181819,empirical
3,3,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 0.0]]",first,sharp,DF,0.037037037,empirical
11,3,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 0.0]]",second,sharp,DF,0.24074075,empirical
14,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DF,0.07936508,empirical
17,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [5.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",both,sharp,DF,0.18181819,empirical
6,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",both,sharp,DF,0.09803922,empirical
25,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [4.0, 1.0, 0.0]]",first,sharp,DF,0.20289855,empirical
22,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",both,sharp,DF,0.09259259,empirical
9,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [3.0, 0.0, 0.0]]",first,sharp,DF,0.16666667,empirical
19,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DF,0.1904762,empirical
26,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DF,0.11290322,empirical
18,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,blurred,DF,0.21568628,empirical
20,4,"[[10.0, 1.0, 1.0], [9.0, 0.0, 0.0], [1.0, 1.0, 1.0], [4.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DF,0.04347826,empirical
4,4,"[[9.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",first,blurred,DF,0.037037037,empirical
23,4,"[[10.0, 0.0, 1.0], [3.0, 0.0, 1.0], [3.0, 0.0, 0.0], [5.0, 0.0, 0.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,blurred,DF,0.17307693,empirical
12,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",first,blurred,DF,0.3015873,empirical
1,4,"[[9.0, 0.0, 1.0], [3.0, 0.0, 0.0], [4.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DF,0.16666667,empirical
7,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,blurred,DF,0.11764706,empirical
15,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DF,0.15384616,empirical
2,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DF,0.0,empirical
27,5,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DF,0.27272728,empirical
13,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,blurred,DF,0.0,empirical
5,5,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 0.0], [1.0, 1.0, 0.0]]",both,blurred,DF,0.10144927,empirical
10,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DF,0.09259259,empirical
21,5,"[[9.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",first,blurred,DF,0.094339624,empirical
16,5,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DF,0.22580644,empirical
8,5,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [6.0, 1.0, 0.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",first,blurred,DF,0.18181819,empirical
24,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [3.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",first,blurred,DF,0.1764706,empirical
17,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",first,blurred,DF,0.10144927,empirical
6,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 0.0, 0.0], [2.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,blurred,DF,0.12962963,empirical
11,6,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 0.0], [5.0, 0.0, 1.0], [4.0, 1.0, 1.0]]",both,blurred,DF,0.074074075,empirical
14,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 0.0], [2.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DF,0.06451613,empirical
25,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [3.0, 0.0, 1.0]]",second,blurred,DF,0.33333334,empirical
19,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DF,0.1764706,empirical
22,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 1.0, 1.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [6.0, 0.0, 1.0]]",both,blurred,DF,0.17391305,empirical
9,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [1.0, 0.0, 0.0]]",both,blurred,DF,0.09259259,empirical
3,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [6.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,blurred,DF,0.11111111,empirical
15,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DFC,0.078431375,empirical
18,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",second,sharp,DFC,0.057971016,empirical
1,1,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",both,sharp,DFC,0.018518519,empirical
4,1,"[[10.0, 0.0, 1.0], [3.0, 0.0, 0.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",both,sharp,DFC,0.0,empirical
23,1,"[[9.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 1.0, 0.0]]",both,sharp,DFC,0.031746034,empirical
12,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",both,sharp,DFC,0.0,empirical
7,1,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DFC,0.039215688,empirical
26,1,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DFC,0.028985508,empirical
20,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",second,sharp,DFC,0.0,empirical
10,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,sharp,DFC,0.01923077,empirical
27,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,sharp,DFC,0.015873017,empirical
8,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,sharp,DFC,0.0,empirical
13,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,sharp,DFC,0.019607844,empirical
21,2,"[[9.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,sharp,DFC,0.057971016,empirical
24,2,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 0.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",first,sharp,DFC,0.018518519,empirical
2,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 1.0]]",second,sharp,DFC,0.0,empirical
5,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DFC,0.0,empirical
16,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 0.0, 0.0]]",first,sharp,DFC,0.015151516,empirical
3,3,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 0.0]]",first,sharp,DFC,0.037037037,empirical
11,3,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 0.0]]",second,sharp,DFC,0.0,empirical
14,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DFC,0.0,empirical
17,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [5.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",both,sharp,DFC,0.0,empirical
