item,conditions,list,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,prefer_first_1st,combination,relevant_property
3,brdf,4.0,3.0,10.0,10.0,2.0,2.0,9.0,6.0,blue,blue,brown,green,brown,orange,star,heart,star,star,heart,heart,blurred,50,dimension_form,both
19,brdf,4.0,3.0,9.0,10.0,5.0,1.0,10.0,2.0,black,blue,brown,orange,black,black,diamond,triangle,diamond,diamond,triangle,triangle,blurred,79,dimension_form,both
20,erdc,4.0,5.0,10.0,6.0,6.0,5.0,6.0,1.0,grey,grey,grey,grey,grey,brown,heart,triangle,triangle,heart,diamond,quadrat,blurred,81,dimension_color,first
22,zrdf,4.0,9.0,10.0,10.0,10.0,9.0,9.0,2.0,brown,green,brown,grey,orange,green,diamond,circle,circle,circle,circle,circle,blurred,11,dimension_form,second
20,brdc,4.0,2.0,10.0,9.0,4.0,2.0,9.0,6.0,brown,grey,brown,brown,grey,grey,quadrat,diamond,quadrat,circle,quadrat,star,blurred,89,dimension_color,both
7,zrdc,4.0,8.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,grey,grey,grey,grey,grey,triangle,diamond,heart,quadrat,quadrat,triangle,blurred,17,dimension_color,second
9,brdf,4.0,3.0,9.0,9.0,2.0,2.0,9.0,5.0,black,green,blue,green,black,orange,circle,heart,circle,circle,heart,heart,blurred,89,dimension_form,both
21,brcf,4.0,1.0,10.0,9.0,3.0,9.0,2.0,2.0,black,black,green,green,black,green,heart,star,heart,heart,star,star,blurred,28,color_form,both
9,brcf,5.0,1.0,3.0,10.0,10.0,2.0,2.0,9.0,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,blurred,52,color_form,both
1,brdf,5.0,3.0,10.0,9.0,3.0,1.0,9.0,2.0,black,brown,blue,blue,green,black,triangle,diamond,triangle,triangle,diamond,diamond,blurred,23,dimension_form,both
14,ercf,5.0,4.0,9.0,10.0,3.0,9.0,2.0,1.0,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,92,color_form,first
6,brcf,5.0,1.0,10.0,10.0,2.0,3.0,9.0,9.0,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,23,color_form,both
19,ercf,5.0,4.0,10.0,2.0,1.0,3.0,10.0,2.0,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,blurred,88,color_form,first
11,ercf,5.0,4.0,10.0,9.0,1.0,9.0,3.0,1.0,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,82,color_form,first
26,zrdf,5.0,9.0,9.0,10.0,9.0,9.0,9.0,2.0,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,blurred,76,dimension_form,second
2,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,10.0,6.0,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,0,dimension_color,second
3,brcf,5.0,1.0,10.0,10.0,10.0,1.0,2.0,2.0,black,black,green,green,black,green,star,heart,star,star,heart,heart,blurred,100,color_form,both
4,erdf,5.0,6.0,9.0,2.0,1.0,5.0,6.0,1.0,orange,brown,orange,brown,orange,orange,circle,circle,circle,circle,circle,diamond,blurred,30,dimension_form,first
8,brdc,5.0,2.0,10.0,9.0,3.0,5.0,10.0,5.0,orange,black,orange,orange,black,black,diamond,quadrat,quadrat,quadrat,circle,quadrat,blurred,77,dimension_color,both
8,erdc,5.0,5.0,10.0,2.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,black,diamond,quadrat,star,heart,quadrat,diamond,blurred,70,dimension_color,first
17,ercf,5.0,4.0,10.0,1.0,9.0,3.0,10.0,10.0,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,blurred,100,color_form,first
5,erdc,5.0,5.0,10.0,3.0,4.0,6.0,2.0,1.0,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,blurred,-1,dimension_color,first
18,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,6.0,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,18,dimension_form,second
20,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,10.0,3.0,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,20,dimension_form,second
23,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,30,dimension_form,second
23,erdf,5.0,6.0,9.0,2.0,2.0,6.0,5.0,2.0,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,blurred,73,dimension_form,first
6,ercf,5.0,4.0,1.0,10.0,1.0,3.0,9.0,10.0,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,81,color_form,first
10,erdc,5.0,5.0,10.0,6.0,5.0,3.0,2.0,3.0,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,86,dimension_color,first
21,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,3.0,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,26,dimension_color,second
23,brdf,5.0,3.0,9.0,10.0,5.0,2.0,9.0,4.0,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,23,dimension_form,both
13,brdc,5.0,2.0,9.0,10.0,1.0,6.0,9.0,6.0,brown,orange,brown,brown,orange,orange,quadrat,diamond,diamond,diamond,circle,circle,blurred,0,dimension_color,both
22,ercf,5.0,4.0,9.0,9.0,3.0,2.0,1.0,2.0,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,80,color_form,first
7,erdf,5.0,6.0,9.0,4.0,2.0,2.0,4.0,2.0,black,grey,black,black,blue,grey,triangle,triangle,triangle,triangle,triangle,quadrat,blurred,81,dimension_form,first
12,erdf,5.0,6.0,10.0,1.0,2.0,4.0,1.0,4.0,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,81,dimension_form,first
24,brdc,5.0,2.0,10.0,10.0,3.0,4.0,9.0,2.0,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,50,dimension_color,both
2,brdc,5.0,2.0,9.0,9.0,4.0,3.0,10.0,2.0,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,50,dimension_color,both
5,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,blurred,35,dimension_color,second
22,zrcf,5.0,7.0,3.0,10.0,9.0,9.0,2.0,2.0,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,14,color_form,second
19,brcf,5.0,1.0,10.0,3.0,1.0,2.0,9.0,3.0,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,23,color_form,both
11,brcf,5.0,1.0,3.0,1.0,2.0,2.0,10.0,2.0,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,blurred,40,color_form,both
25,zrcf,5.0,7.0,3.0,10.0,2.0,1.0,3.0,1.0,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,blurred,18,color_form,second
24,zrdc,5.0,8.0,10.0,10.0,9.0,9.0,10.0,6.0,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,14,dimension_color,second
18,erdf,5.0,6.0,9.0,1.0,6.0,1.0,2.0,3.0,green,green,grey,grey,black,green,circle,circle,circle,circle,circle,heart,blurred,77,dimension_form,first
26,erdf,5.0,6.0,10.0,4.0,4.0,5.0,4.0,1.0,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,78,dimension_form,first
25,ercf,5.0,4.0,2.0,1.0,10.0,3.0,2.0,3.0,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,blurred,99,color_form,first
24,erdc,5.0,5.0,10.0,1.0,1.0,5.0,5.0,4.0,blue,blue,blue,blue,blue,green,circle,diamond,circle,triangle,circle,quadrat,blurred,75,dimension_color,first
8,zrdc,5.0,8.0,10.0,10.0,10.0,10.0,9.0,3.0,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,22,dimension_color,second
25,brcf,5.0,1.0,2.0,10.0,2.0,1.0,9.0,10.0,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,blurred,77,color_form,both
26,brdf,5.0,3.0,9.0,9.0,3.0,2.0,10.0,6.0,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,blurred,72,dimension_form,both
20,erdf,5.0,6.0,10.0,6.0,6.0,5.0,6.0,1.0,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,89,dimension_form,first
16,erdc,5.0,5.0,10.0,3.0,3.0,5.0,4.0,2.0,grey,grey,grey,grey,grey,blue,triangle,heart,circle,diamond,heart,quadrat,blurred,87,dimension_color,first
14,zrcf,5.0,7.0,2.0,1.0,1.0,9.0,3.0,9.0,black,black,black,black,black,grey,quadrat,star,star,star,star,star,blurred,0,color_form,second
18,brdf,5.0,3.0,10.0,9.0,2.0,3.0,10.0,4.0,grey,black,blue,orange,brown,grey,circle,heart,circle,circle,heart,heart,blurred,85,dimension_form,both
19,zrcf,5.0,7.0,3.0,10.0,2.0,10.0,3.0,10.0,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,blurred,0,color_form,second
21,erdc,5.0,5.0,9.0,6.0,6.0,4.0,1.0,1.0,green,green,green,green,green,black,star,heart,quadrat,diamond,heart,triangle,blurred,99,dimension_color,first
14,brcf,5.0,1.0,1.0,3.0,2.0,3.0,3.0,10.0,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,blurred,60,color_form,both
10,brdc,5.0,2.0,10.0,9.0,3.0,1.0,10.0,1.0,orange,blue,orange,orange,blue,blue,heart,triangle,circle,quadrat,circle,quadrat,blurred,21,dimension_color,both
3,ercf,5.0,4.0,10.0,2.0,1.0,9.0,10.0,9.0,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,76,color_form,first
1,zrdf,5.0,9.0,10.0,10.0,9.0,9.0,9.0,6.0,blue,brown,grey,orange,black,brown,triangle,diamond,diamond,diamond,diamond,diamond,blurred,0,dimension_form,second
1,erdf,5.0,6.0,10.0,4.0,4.0,2.0,2.0,5.0,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,100,dimension_form,first
17,zrcf,5.0,7.0,3.0,2.0,3.0,2.0,10.0,10.0,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,blurred,100,color_form,second
10,zrdc,5.0,8.0,9.0,9.0,10.0,9.0,9.0,3.0,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,12,dimension_color,second
7,zrdf,5.0,9.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,28,dimension_form,second
3,zrcf,5.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,blurred,16,color_form,second
20,brdf,5.0,3.0,10.0,9.0,4.0,2.0,9.0,6.0,orange,orange,grey,blue,orange,brown,quadrat,circle,quadrat,quadrat,circle,circle,blurred,32,dimension_form,both
6,zrcf,5.0,7.0,3.0,3.0,10.0,2.0,3.0,3.0,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,blurred,13,color_form,second
27,erdc,5.0,5.0,9.0,2.0,5.0,5.0,2.0,1.0,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,86,dimension_color,first
15,zrdf,5.0,9.0,10.0,9.0,10.0,9.0,10.0,2.0,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,blurred,15,dimension_form,second
13,erdc,5.0,5.0,10.0,5.0,3.0,1.0,1.0,2.0,brown,brown,brown,brown,brown,orange,circle,quadrat,quadrat,star,quadrat,heart,blurred,83,dimension_color,first
22,brcf,5.0,1.0,9.0,10.0,9.0,3.0,3.0,9.0,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,blurred,72,color_form,both
27,brdc,5.0,2.0,10.0,10.0,1.0,6.0,10.0,5.0,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,blurred,48,dimension_color,both
17,brcf,5.0,1.0,9.0,10.0,10.0,3.0,10.0,10.0,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,42,color_form,both
11,zrcf,5.0,7.0,10.0,10.0,2.0,3.0,1.0,1.0,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,17,color_form,second
12,zrdf,5.0,9.0,10.0,9.0,9.0,9.0,9.0,1.0,blue,brown,orange,green,brown,green,star,heart,heart,heart,heart,heart,blurred,18,dimension_form,second
15,brdf,5.0,3.0,10.0,9.0,1.0,4.0,10.0,1.0,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,74,dimension_form,both
12,brdf,5.0,3.0,10.0,9.0,3.0,4.0,9.0,1.0,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,65,dimension_form,both
27,zrdc,5.0,8.0,10.0,9.0,9.0,10.0,9.0,6.0,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,blurred,33,dimension_color,second
7,brdf,5.0,3.0,10.0,10.0,3.0,5.0,10.0,4.0,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,76,dimension_form,both
13,zrdc,5.0,8.0,10.0,10.0,10.0,9.0,9.0,3.0,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,19,dimension_color,second
16,brdc,5.0,2.0,10.0,9.0,2.0,3.0,9.0,5.0,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,75,dimension_color,both
15,erdf,5.0,6.0,10.0,5.0,2.0,1.0,6.0,2.0,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,84,dimension_form,first
2,erdc,5.0,5.0,10.0,3.0,1.0,3.0,6.0,1.0,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,79,dimension_color,first
9,ercf,5.0,4.0,1.0,1.0,10.0,10.0,2.0,1.0,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,blurred,85,color_form,first
16,zrdc,5.0,8.0,9.0,10.0,10.0,10.0,10.0,4.0,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,22,dimension_color,second
21,brdc,5.0,2.0,10.0,9.0,5.0,4.0,10.0,3.0,black,green,black,black,green,green,triangle,triangle,diamond,heart,quadrat,star,blurred,19,dimension_color,both
9,zrcf,5.0,7.0,1.0,2.0,3.0,2.0,1.0,9.0,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,0,color_form,second
4,zrdf,5.0,9.0,10.0,10.0,10.0,9.0,9.0,2.0,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,18,dimension_form,second
5,brdc,5.0,2.0,9.0,9.0,5.0,2.0,9.0,5.0,grey,black,grey,grey,black,black,quadrat,triangle,quadrat,star,heart,heart,blurred,30,dimension_color,both
4,brdf,5.0,3.0,9.0,10.0,1.0,3.0,9.0,5.0,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,73,dimension_form,both
1,ercf,3.0,4.0,2.0,10.0,10.0,10.0,9.0,10.0,blue,orange,orange,orange,orange,orange,triangle,triangle,triangle,triangle,triangle,diamond,sharp,0,color_form,first
16,erdf,3.0,6.0,9.0,1.0,1.0,3.0,2.0,2.0,grey,orange,orange,blue,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,100,dimension_form,first
1,brcf,3.0,1.0,9.0,10.0,2.0,9.0,2.0,2.0,blue,blue,orange,orange,blue,orange,triangle,diamond,triangle,triangle,diamond,diamond,sharp,100,color_form,both
14,brdc,3.0,2.0,10.0,10.0,2.0,2.0,10.0,2.0,black,grey,black,black,grey,grey,heart,quadrat,diamond,heart,star,star,sharp,100,dimension_color,both
12,brcf,3.0,1.0,3.0,10.0,2.0,9.0,9.0,10.0,green,green,black,black,green,black,star,heart,star,star,heart,heart,sharp,100,color_form,both
25,zrdc,3.0,8.0,10.0,10.0,9.0,10.0,9.0,3.0,blue,grey,grey,grey,grey,grey,circle,quadrat,diamond,quadrat,quadrat,diamond,sharp,100,dimension_color,second
7,brcf,3.0,1.0,3.0,2.0,10.0,9.0,2.0,3.0,blue,blue,grey,grey,blue,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,100,color_form,both
5,zrdf,3.0,9.0,10.0,10.0,9.0,9.0,10.0,3.0,brown,brown,grey,brown,green,orange,quadrat,star,star,star,star,star,sharp,100,dimension_form,second
26,ercf,3.0,4.0,2.0,10.0,1.0,10.0,9.0,2.0,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,sharp,100,color_form,first
8,brdf,3.0,3.0,9.0,10.0,1.0,3.0,9.0,2.0,orange,blue,black,blue,grey,black,star,diamond,star,star,diamond,diamond,sharp,100,dimension_form,both
7,zrcf,3.0,7.0,10.0,3.0,10.0,9.0,1.0,2.0,blue,blue,blue,blue,blue,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,100,color_form,second
21,zrdf,3.0,9.0,10.0,10.0,9.0,9.0,10.0,1.0,brown,grey,green,green,blue,green,heart,star,star,star,star,star,sharp,0,dimension_form,second
9,brdc,3.0,2.0,10.0,10.0,3.0,1.0,10.0,2.0,brown,green,brown,brown,green,green,diamond,circle,diamond,quadrat,diamond,quadrat,sharp,100,dimension_color,both
14,erdc,3.0,5.0,9.0,3.0,3.0,1.0,3.0,2.0,black,black,black,black,black,grey,triangle,diamond,heart,quadrat,diamond,diamond,sharp,100,dimension_color,first
22,erdc,3.0,5.0,10.0,1.0,3.0,3.0,1.0,1.0,brown,brown,brown,brown,brown,orange,quadrat,triangle,quadrat,quadrat,triangle,quadrat,sharp,100,dimension_color,first
24,brdf,3.0,3.0,10.0,9.0,1.0,2.0,10.0,1.0,blue,blue,grey,grey,blue,orange,triangle,heart,triangle,triangle,heart,heart,sharp,0,dimension_form,both
20,zrcf,3.0,7.0,3.0,1.0,1.0,9.0,1.0,3.0,grey,grey,grey,grey,grey,brown,quadrat,circle,circle,circle,circle,circle,sharp,0,color_form,second
18,brcf,3.0,1.0,9.0,1.0,3.0,1.0,1.0,10.0,green,green,brown,brown,green,brown,circle,heart,circle,circle,heart,heart,sharp,0,color_form,both
24,zrdf,3.0,9.0,9.0,10.0,9.0,10.0,10.0,2.0,black,grey,green,green,black,brown,triangle,heart,heart,heart,heart,heart,sharp,100,dimension_form,second
5,erdf,3.0,6.0,10.0,1.0,3.0,1.0,2.0,3.0,blue,black,green,green,black,brown,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,100,dimension_form,first
11,erdc,3.0,5.0,10.0,1.0,2.0,2.0,3.0,1.0,grey,grey,grey,grey,grey,brown,circle,star,heart,quadrat,quadrat,quadrat,sharp,100,dimension_color,first
10,zrdf,3.0,9.0,10.0,10.0,9.0,9.0,10.0,3.0,orange,brown,blue,green,green,black,triangle,diamond,diamond,diamond,diamond,diamond,sharp,0,dimension_form,second
23,zrcf,3.0,7.0,3.0,2.0,2.0,2.0,3.0,10.0,black,black,black,black,black,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,0,color_form,second
9,erdc,3.0,5.0,10.0,2.0,1.0,1.0,3.0,1.0,brown,brown,brown,brown,brown,green,triangle,quadrat,diamond,quadrat,triangle,circle,sharp,100,dimension_color,first
8,erdf,3.0,6.0,9.0,2.0,1.0,3.0,1.0,3.0,brown,green,green,orange,blue,grey,star,star,star,star,star,diamond,sharp,100,dimension_form,first
7,ercf,3.0,4.0,10.0,10.0,3.0,3.0,1.0,1.0,blue,grey,grey,grey,grey,grey,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,0,color_form,first
17,brdc,3.0,2.0,9.0,10.0,3.0,2.0,10.0,2.0,black,orange,black,black,orange,orange,star,triangle,heart,quadrat,star,heart,sharp,100,dimension_color,both
21,erdf,3.0,6.0,10.0,2.0,3.0,3.0,1.0,3.0,brown,grey,green,black,grey,grey,heart,heart,heart,heart,heart,star,sharp,100,dimension_form,first
23,brcf,3.0,1.0,3.0,10.0,3.0,3.0,10.0,2.0,grey,grey,black,black,grey,black,star,quadrat,star,star,quadrat,quadrat,sharp,100,color_form,both
11,brdc,3.0,2.0,10.0,10.0,1.0,3.0,9.0,2.0,grey,brown,grey,grey,brown,brown,quadrat,triangle,triangle,triangle,diamond,quadrat,sharp,0,dimension_color,both
3,brdc,3.0,2.0,10.0,10.0,3.0,2.0,9.0,1.0,black,green,black,black,green,green,star,quadrat,quadrat,circle,star,triangle,sharp,0,dimension_color,both
14,zrdc,3.0,8.0,9.0,9.0,9.0,10.0,9.0,2.0,black,grey,grey,grey,grey,grey,circle,quadrat,quadrat,quadrat,diamond,diamond,sharp,100,dimension_color,second
23,ercf,3.0,4.0,9.0,1.0,1.0,10.0,9.0,3.0,grey,black,black,black,black,black,star,star,star,star,star,quadrat,sharp,100,color_form,first
10,erdf,3.0,6.0,10.0,2.0,2.0,1.0,3.0,2.0,black,black,green,orange,brown,blue,triangle,triangle,triangle,triangle,triangle,diamond,sharp,100,dimension_form,first
4,zrcf,3.0,7.0,10.0,1.0,3.0,1.0,3.0,3.0,orange,orange,orange,orange,orange,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,95,color_form,second
11,zrdc,3.0,8.0,10.0,10.0,10.0,9.0,10.0,1.0,grey,brown,brown,brown,brown,brown,diamond,heart,diamond,quadrat,diamond,quadrat,sharp,0,dimension_color,second
5,brdf,3.0,3.0,10.0,10.0,1.0,3.0,9.0,3.0,brown,brown,green,blue,blue,blue,quadrat,star,quadrat,quadrat,star,star,sharp,100,dimension_form,both
18,zrcf,3.0,7.0,2.0,1.0,2.0,9.0,10.0,1.0,green,green,green,green,green,brown,circle,heart,heart,heart,heart,heart,sharp,100,color_form,second
15,zrcf,3.0,7.0,10.0,9.0,10.0,9.0,1.0,3.0,blue,blue,blue,blue,blue,green,heart,triangle,triangle,triangle,triangle,triangle,sharp,100,color_form,second
6,zrdc,3.0,8.0,9.0,10.0,9.0,10.0,10.0,3.0,green,blue,blue,blue,blue,blue,circle,circle,triangle,circle,triangle,star,sharp,100,dimension_color,second
15,brcf,3.0,1.0,2.0,3.0,2.0,9.0,3.0,10.0,blue,blue,green,green,blue,green,heart,triangle,heart,heart,triangle,triangle,sharp,100,color_form,both
4,brcf,3.0,1.0,9.0,3.0,1.0,3.0,10.0,2.0,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,100,color_form,both
22,zrdc,3.0,8.0,10.0,10.0,9.0,9.0,9.0,1.0,orange,brown,brown,brown,brown,brown,star,heart,circle,quadrat,quadrat,circle,sharp,0,dimension_color,second
2,zrdf,3.0,9.0,9.0,9.0,10.0,9.0,9.0,1.0,blue,green,grey,orange,brown,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,100,dimension_form,second
3,erdc,3.0,5.0,9.0,3.0,1.0,3.0,1.0,2.0,black,black,black,black,black,green,heart,star,heart,triangle,star,diamond,sharp,100,dimension_color,first
2,erdf,3.0,6.0,10.0,2.0,2.0,2.0,3.0,2.0,blue,grey,black,black,brown,blue,circle,circle,circle,circle,circle,quadrat,sharp,100,dimension_form,first
21,brdf,3.0,3.0,9.0,9.0,3.0,2.0,9.0,2.0,brown,grey,grey,green,brown,green,heart,star,heart,heart,star,star,sharp,0,dimension_form,both
25,brdc,3.0,2.0,9.0,9.0,1.0,1.0,9.0,2.0,blue,grey,blue,blue,grey,grey,heart,quadrat,triangle,diamond,triangle,circle,sharp,0,dimension_color,both
27,zrdf,3.0,9.0,10.0,10.0,10.0,9.0,10.0,1.0,orange,grey,blue,orange,brown,black,heart,circle,circle,circle,circle,circle,sharp,0,dimension_form,second
19,erdc,3.0,5.0,10.0,1.0,3.0,2.0,2.0,1.0,orange,orange,orange,orange,orange,blue,diamond,triangle,circle,star,circle,quadrat,sharp,0,dimension_color,first
13,zrdf,3.0,9.0,9.0,9.0,10.0,10.0,10.0,3.0,brown,blue,black,green,black,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,100,dimension_form,second
8,zrdf,3.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,orange,blue,brown,orange,blue,orange,star,diamond,diamond,diamond,diamond,diamond,sharp,100,dimension_form,second
12,ercf,3.0,4.0,10.0,3.0,1.0,10.0,2.0,2.0,green,black,black,black,black,black,star,star,star,star,star,heart,sharp,100,color_form,first
27,erdf,3.0,6.0,10.0,3.0,1.0,1.0,3.0,2.0,green,blue,brown,grey,brown,grey,heart,heart,heart,heart,heart,circle,sharp,0,dimension_form,first
20,brcf,3.0,1.0,1.0,10.0,1.0,10.0,9.0,2.0,brown,brown,grey,grey,brown,grey,quadrat,circle,quadrat,quadrat,circle,circle,sharp,100,color_form,both
6,brdc,3.0,2.0,9.0,9.0,1.0,2.0,9.0,1.0,green,blue,green,green,blue,blue,diamond,quadrat,diamond,quadrat,circle,circle,sharp,0,dimension_color,both
