canonical_row_position,id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property,stimulus_row_index,trials_raw_stimulus,D,C,F,noun,sharpness_raw_stimulus
131,2,18,brdc,1,DC,2,9,10,2,1,9,1,green,brown,green,green,brown,brown,heart,triangle,heart,quadrat,quadrat,heart,sharp,dimension_color,both,226,2,BR-B,BR-FC,,Aufkleber,sharp
132,2,6,brdf,1,DF,3,9,9,1,2,9,1,green,green,black,brown,grey,black,heart,triangle,heart,heart,triangle,triangle,sharp,dimension_form,both,137,3,BR-A,,BR-FA,Aufkleber,sharp
133,2,5,zrcf,1,F,7,9,1,3,3,1,1,grey,grey,grey,grey,grey,black,quadrat,star,star,star,star,star,sharp,color_form,second,114,7,,NR-DE,R-DE,Aufkleber,sharp
134,2,20,erdc,1,F,5,9,2,3,2,2,3,grey,grey,grey,grey,grey,brown,quadrat,quadrat,quadrat,quadrat,diamond,triangle,sharp,dimension_color,first,49,5,R-B,NR-DC,,Aufkleber,sharp
135,2,10,zrcf,1,F,7,2,3,3,3,1,10,orange,orange,orange,orange,orange,blue,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,15,7,,NR-BA,R-AB,Aufkleber,sharp
136,2,8,brcf,1,CF,1,1,1,9,1,1,3,orange,orange,black,black,orange,black,star,diamond,star,star,diamond,diamond,sharp,color_form,both,189,1,,BR-BE,BR-BE,Aufkleber,sharp
137,2,26,zrdc,1,C,8,10,10,9,9,9,2,orange,black,black,black,black,black,diamond,quadrat,triangle,circle,quadrat,triangle,sharp,dimension_color,second,214,8,NR-B,R-BE,,Aufkleber,sharp
138,2,23,erdc,1,D,5,10,2,3,2,3,1,black,black,black,black,black,grey,quadrat,triangle,circle,quadrat,quadrat,quadrat,sharp,dimension_color,first,130,5,R-B,NR-ED,,Aufkleber,sharp
139,2,1,erdc,1,D,5,9,1,1,1,2,1,blue,blue,blue,blue,blue,orange,quadrat,diamond,triangle,triangle,star,triangle,sharp,dimension_color,first,4,5,R-A,NR-AB,,Aufkleber,sharp
140,2,8,zrcf,1,F,7,3,1,9,9,2,10,orange,orange,orange,orange,orange,black,star,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,195,7,,NR-BE,R-BE,Aufkleber,sharp
141,2,7,brdc,1,F,2,9,9,1,1,10,2,blue,grey,blue,blue,grey,grey,quadrat,triangle,heart,heart,star,quadrat,sharp,dimension_color,both,163,2,BR-A,BR-AD,,Aufkleber,sharp
142,2,27,zrcf,1,F,7,2,2,10,10,3,9,green,green,green,green,green,brown,heart,circle,circle,circle,circle,circle,sharp,color_form,second,240,7,,NR-FC,R-FC,Aufkleber,sharp
143,2,24,brcf,1,CF,1,1,9,9,10,9,9,green,green,blue,blue,green,blue,triangle,heart,triangle,triangle,heart,heart,sharp,color_form,both,153,1,,BR-FA,BR-AF,Aufkleber,sharp
144,2,7,erdc,1,D,5,10,3,3,3,3,3,blue,blue,blue,blue,blue,grey,quadrat,diamond,circle,star,quadrat,heart,sharp,dimension_color,first,166,5,R-A,NR-AD,,Aufkleber,sharp
145,2,12,brdc,1,F,2,9,9,2,2,10,2,green,black,green,green,black,black,circle,quadrat,diamond,heart,triangle,quadrat,sharp,dimension_color,both,64,2,BR-B,BR-FE,,Aufkleber,sharp
146,2,27,ercf,1,C,4,2,2,9,10,3,9,brown,green,green,green,green,green,heart,heart,heart,heart,heart,circle,sharp,color_form,first,237,4,,R-CF,NR-FC,Aufkleber,sharp
147,2,20,brdc,1,CF,2,9,9,1,3,10,3,brown,grey,brown,brown,grey,grey,circle,diamond,quadrat,quadrat,heart,star,sharp,dimension_color,both,46,2,BR-B,BR-CD,,Aufkleber,sharp
148,2,11,brdf,1,CF,3,10,10,1,3,9,2,green,blue,grey,black,brown,orange,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,38,3,BR-A,,BR-CD,Aufkleber,sharp
149,2,17,erdf,1,D,6,10,2,1,3,1,1,green,brown,green,blue,black,blue,star,star,star,star,star,diamond,sharp,dimension_form,first,203,6,R-A,,NR-BE,Aufkleber,sharp
150,2,15,zrdc,1,C,8,9,10,10,10,10,1,blue,green,green,green,green,green,heart,heart,quadrat,quadrat,quadrat,star,sharp,dimension_color,second,151,8,NR-B,R-AF,,Aufkleber,sharp
151,2,12,erdc,1,D,5,9,1,3,2,3,2,green,green,green,green,green,black,triangle,triangle,star,diamond,circle,quadrat,sharp,dimension_color,first,67,5,R-B,NR-FE,,Aufkleber,sharp
152,2,13,ercf,1,C,4,1,10,10,3,9,2,brown,orange,orange,orange,orange,orange,circle,circle,circle,circle,circle,diamond,sharp,color_form,first,93,4,,R-CB,NR-BC,Aufkleber,sharp
153,2,3,erdf,1,D,6,9,3,1,3,1,2,green,green,grey,orange,blue,green,star,star,star,star,star,heart,sharp,dimension_form,first,59,6,R-A,,NR-EF,Aufkleber,sharp
154,2,7,zrdc,1,C,8,9,10,10,10,9,1,blue,grey,grey,grey,grey,grey,quadrat,circle,triangle,circle,star,triangle,sharp,dimension_color,second,169,8,NR-A,R-AD,,Aufkleber,sharp
155,2,9,brdf,1,DF,3,10,10,3,1,10,2,blue,brown,orange,brown,blue,grey,circle,heart,circle,circle,heart,heart,sharp,dimension_form,both,218,3,BR-A,,BR-CF,Aufkleber,sharp
156,2,3,zrdf,1,F,9,10,10,10,9,9,3,brown,green,brown,black,brown,grey,star,heart,heart,heart,heart,heart,sharp,dimension_form,second,62,9,NR-A,,R-EF,Aufkleber,sharp
157,2,4,erdc,1,D,5,10,3,2,2,2,2,orange,orange,orange,orange,orange,brown,diamond,star,diamond,diamond,quadrat,heart,sharp,dimension_color,first,85,5,R-A,NR-BC,,Aufkleber,sharp
158,2,10,ercf,1,C,4,1,2,3,3,9,3,orange,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,diamond,sharp,color_form,first,12,4,,R-BA,NR-AB,Aufkleber,sharp
159,2,10,brcf,1,CF,1,2,10,10,9,3,1,orange,orange,blue,blue,orange,blue,triangle,diamond,triangle,triangle,diamond,diamond,sharp,color_form,both,9,1,,BR-BA,BR-AB,Aufkleber,sharp
160,2,11,zrdf,1,F,9,10,10,10,9,10,1,brown,orange,black,green,green,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,44,9,NR-A,,R-CD,Aufkleber,sharp
161,2,5,ercf,1,C,4,2,2,9,9,9,2,grey,black,black,black,black,black,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,color_form,first,111,4,,R-DE,NR-DE,Aufkleber,sharp
162,3,26,erdc,1,DCF,5,10,3,1,3,1,3,black,black,black,black,black,orange,diamond,star,heart,quadrat,diamond,triangle,sharp,dimension_color,first,211,5,R-B,NR-EB,,Aufkleber,sharp
163,3,18,erdc,1,DCF,5,10,1,3,2,1,2,green,green,green,green,green,brown,quadrat,quadrat,quadrat,diamond,quadrat,quadrat,sharp,dimension_color,first,229,5,R-B,NR-FC,,Aufkleber,sharp
164,3,6,erdf,1,DCF,6,9,2,2,1,3,1,green,grey,orange,brown,green,brown,heart,heart,heart,heart,heart,triangle,sharp,dimension_form,first,140,6,R-A,,NR-FA,Aufkleber,sharp
165,3,5,ercf,1,DCF,4,2,2,9,9,9,2,grey,black,black,black,black,black,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,color_form,first,111,4,,R-DE,NR-DE,Aufkleber,sharp
166,3,7,brdc,1,DCF,2,9,9,1,1,10,2,blue,grey,blue,blue,grey,grey,quadrat,triangle,heart,heart,star,quadrat,sharp,dimension_color,both,163,2,BR-A,BR-AD,,Aufkleber,sharp
167,3,27,ercf,1,DCF,4,2,2,9,10,3,9,brown,green,green,green,green,green,heart,heart,heart,heart,heart,circle,sharp,color_form,first,237,4,,R-CF,NR-FC,Aufkleber,sharp
168,3,10,ercf,1,DCF,4,1,2,3,3,9,3,orange,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,diamond,sharp,color_form,first,12,4,,R-BA,NR-AB,Aufkleber,sharp
169,3,24,ercf,1,CF,4,3,9,1,1,1,10,green,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,heart,sharp,color_form,first,156,4,,R-FA,NR-AF,Aufkleber,sharp
170,3,7,zrdc,1,C,8,9,10,10,10,9,1,blue,grey,grey,grey,grey,grey,quadrat,circle,triangle,circle,star,triangle,sharp,dimension_color,second,169,8,NR-A,R-AD,,Aufkleber,sharp
171,3,12,erdc,1,DF,5,9,1,3,2,3,2,green,green,green,green,green,black,triangle,triangle,star,diamond,circle,quadrat,sharp,dimension_color,first,67,5,R-B,NR-FE,,Aufkleber,sharp
172,3,10,brcf,1,CF,1,2,10,10,9,3,1,orange,orange,blue,blue,orange,blue,triangle,diamond,triangle,triangle,diamond,diamond,sharp,color_form,both,9,1,,BR-BA,BR-AB,Aufkleber,sharp
173,3,9,zrdf,1,C,9,10,9,9,9,9,1,brown,black,black,blue,orange,grey,circle,heart,heart,heart,heart,heart,sharp,dimension_form,second,224,9,NR-A,,R-CF,Aufkleber,sharp
174,3,23,erdc,1,DC,5,10,2,3,2,3,1,black,black,black,black,black,grey,quadrat,triangle,circle,quadrat,quadrat,quadrat,sharp,dimension_color,first,130,5,R-B,NR-ED,,Aufkleber,sharp
175,3,16,ercf,1,C,4,3,9,3,10,1,1,grey,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,color_form,first,174,4,,R-DA,NR-AD,Aufkleber,sharp
176,3,27,zrcf,1,F,7,2,2,10,10,3,9,green,green,green,green,green,brown,heart,circle,circle,circle,circle,circle,sharp,color_form,second,240,7,,NR-FC,R-FC,Aufkleber,sharp
177,3,6,brdf,1,DF,3,9,9,1,2,9,1,green,green,black,brown,grey,black,heart,triangle,heart,heart,triangle,triangle,sharp,dimension_form,both,137,3,BR-A,,BR-FA,Aufkleber,sharp
178,3,15,zrdc,1,C,8,9,10,10,10,10,1,blue,green,green,green,green,green,heart,heart,quadrat,quadrat,quadrat,star,sharp,dimension_color,second,151,8,NR-B,R-AF,,Aufkleber,sharp
179,3,19,erdf,1,DC,6,10,1,3,2,2,1,green,blue,brown,blue,grey,grey,diamond,diamond,diamond,diamond,diamond,triangle,sharp,dimension_form,first,23,6,R-A,,NR-BA,Aufkleber,sharp
180,3,24,brcf,1,DFC,1,1,9,9,10,9,9,green,green,blue,blue,green,blue,triangle,heart,triangle,triangle,heart,heart,sharp,color_form,both,153,1,,BR-FA,BR-AF,Aufkleber,sharp
181,3,8,ercf,1,C,4,3,2,10,1,1,3,orange,black,black,black,black,black,star,star,star,star,star,diamond,sharp,color_form,first,192,4,,R-BE,NR-BE,Aufkleber,sharp
182,3,26,zrdc,1,C,8,10,10,9,9,9,2,orange,black,black,black,black,black,diamond,quadrat,triangle,circle,quadrat,triangle,sharp,dimension_color,second,214,8,NR-B,R-BE,,Aufkleber,sharp
183,3,13,zrcf,1,F,7,9,3,2,2,9,9,brown,brown,brown,brown,brown,orange,circle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,96,7,,NR-CB,R-BC,Aufkleber,sharp
184,3,7,erdc,1,CF,5,10,3,3,3,3,3,blue,blue,blue,blue,blue,grey,quadrat,diamond,circle,star,quadrat,heart,sharp,dimension_color,first,166,5,R-A,NR-AD,,Aufkleber,sharp
185,3,4,brdc,1,DCF,2,10,9,1,2,9,2,orange,brown,orange,orange,brown,brown,quadrat,quadrat,heart,quadrat,diamond,star,sharp,dimension_color,both,82,2,BR-A,BR-BC,,Aufkleber,sharp
186,3,21,zrcf,1,F,7,2,2,10,1,10,1,green,green,green,green,green,black,heart,star,star,star,star,star,sharp,color_form,second,78,7,,NR-FE,R-FE,Aufkleber,sharp
187,3,3,brdf,1,DF,3,10,10,3,2,9,1,orange,brown,orange,green,green,brown,star,heart,star,star,heart,heart,sharp,dimension_form,both,56,3,BR-A,,BR-EF,Aufkleber,sharp
188,3,2,brcf,1,CF,1,10,9,9,2,2,1,brown,brown,grey,grey,brown,grey,circle,quadrat,circle,circle,quadrat,quadrat,sharp,color_form,both,27,1,,BR-CD,BR-CD,Aufkleber,sharp
189,3,20,brdc,1,CF,2,9,9,1,3,10,3,brown,grey,brown,brown,grey,grey,circle,diamond,quadrat,quadrat,heart,star,sharp,dimension_color,both,46,2,BR-B,BR-CD,,Aufkleber,sharp
190,3,12,brdc,1,F,2,9,9,2,2,10,2,green,black,green,green,black,black,circle,quadrat,diamond,heart,triangle,quadrat,sharp,dimension_color,both,64,2,BR-B,BR-FE,,Aufkleber,sharp
191,3,9,brdf,1,DC,3,10,10,3,1,10,2,blue,brown,orange,brown,blue,grey,circle,heart,circle,circle,heart,heart,sharp,dimension_form,both,218,3,BR-A,,BR-CF,Aufkleber,sharp
192,3,18,zrdc,1,C,8,9,10,9,10,9,2,green,brown,brown,brown,brown,brown,quadrat,heart,triangle,triangle,circle,heart,sharp,dimension_color,second,232,8,NR-B,R-FC,,Aufkleber,sharp
193,3,17,erdf,1,DC,6,10,2,1,3,1,1,green,brown,green,blue,black,blue,star,star,star,star,star,diamond,sharp,dimension_form,first,203,6,R-A,,NR-BE,Aufkleber,sharp
194,3,6,zrdf,1,F,9,9,10,9,10,10,3,brown,orange,blue,blue,green,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,dimension_form,second,143,9,NR-A,,R-FA,Aufkleber,sharp
195,3,13,ercf,1,C,4,1,10,10,3,9,2,brown,orange,orange,orange,orange,orange,circle,circle,circle,circle,circle,diamond,sharp,color_form,first,93,4,,R-CB,NR-BC,Aufkleber,sharp
196,3,19,brdf,1,DCF,3,10,10,1,2,9,3,grey,grey,blue,blue,blue,grey,diamond,triangle,diamond,diamond,triangle,triangle,sharp,dimension_form,both,20,3,BR-A,,BR-BA,Aufkleber,sharp
197,3,1,brdc,1,DCF,2,10,10,3,2,10,1,blue,orange,blue,blue,orange,orange,triangle,quadrat,quadrat,circle,diamond,triangle,sharp,dimension_color,both,1,2,BR-A,BR-AB,,Aufkleber,sharp
198,3,10,zrcf,1,CF,7,2,3,3,3,1,10,orange,orange,orange,orange,orange,blue,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,15,7,,NR-BA,R-AB,Aufkleber,sharp
199,3,25,erdf,1,C,6,9,2,2,2,2,3,black,orange,orange,black,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,sharp,dimension_form,first,185,6,R-A,,NR-DA,Aufkleber,sharp
200,3,2,zrcf,1,F,7,1,9,3,3,1,10,brown,brown,brown,brown,brown,grey,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,33,7,,NR-CD,R-CD,Aufkleber,sharp
201,3,22,brdf,1,CF,3,9,9,1,1,10,3,green,black,brown,black,black,orange,diamond,circle,diamond,diamond,circle,circle,sharp,dimension_form,both,101,3,BR-A,,BR-CB,Aufkleber,sharp
202,3,1,erdc,1,DCF,5,9,1,1,1,2,1,blue,blue,blue,blue,blue,orange,quadrat,diamond,triangle,triangle,star,triangle,sharp,dimension_color,first,4,5,R-A,NR-AB,,Aufkleber,sharp
203,3,19,zrdf,1,CF,9,9,9,10,9,10,3,brown,blue,green,grey,brown,green,diamond,triangle,triangle,triangle,triangle,triangle,sharp,dimension_form,second,26,9,NR-A,,R-BA,Aufkleber,sharp
204,3,14,zrdf,1,F,9,9,9,9,10,9,2,black,green,brown,brown,grey,grey,quadrat,star,star,star,star,star,sharp,dimension_form,second,125,9,NR-A,,R-DE,Aufkleber,sharp
205,3,9,erdf,1,DC,6,10,2,1,1,3,1,grey,black,orange,grey,green,brown,circle,circle,circle,circle,circle,heart,sharp,dimension_form,first,221,6,R-A,,NR-CF,Aufkleber,sharp
206,3,5,zrcf,1,CF,7,9,1,3,3,1,1,grey,grey,grey,grey,grey,black,quadrat,star,star,star,star,star,sharp,color_form,second,114,7,,NR-DE,R-DE,Aufkleber,sharp
207,3,3,zrdf,1,FC,9,10,10,10,9,9,3,brown,green,brown,black,brown,grey,star,heart,heart,heart,heart,heart,sharp,dimension_form,second,62,9,NR-A,,R-EF,Aufkleber,sharp
208,3,22,zrdf,1,CF,9,10,10,9,9,9,1,grey,black,blue,grey,black,green,diamond,circle,circle,circle,circle,circle,sharp,dimension_form,second,107,9,NR-A,,R-CB,Aufkleber,sharp
209,3,8,zrcf,1,F,7,3,1,9,9,2,10,orange,orange,orange,orange,orange,black,star,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,195,7,,NR-BE,R-BE,Aufkleber,sharp
210,3,22,erdf,1,C,6,10,1,3,3,1,1,brown,brown,green,black,grey,green,diamond,diamond,diamond,diamond,diamond,circle,sharp,dimension_form,first,104,6,R-A,,NR-CB,Aufkleber,sharp
211,3,26,brdc,1,DF,2,9,10,1,1,10,1,orange,black,orange,orange,black,black,triangle,diamond,circle,quadrat,star,circle,sharp,dimension_color,both,208,2,BR-B,BR-BE,,Aufkleber,sharp
212,3,25,zrdf,1,F,9,10,10,9,10,9,3,blue,grey,black,green,green,green,quadrat,triangle,triangle,triangle,triangle,triangle,sharp,dimension_form,second,188,9,NR-A,,R-DA,Aufkleber,sharp
213,3,8,brcf,1,CF,1,1,1,9,1,1,3,orange,orange,black,black,orange,black,star,diamond,star,star,diamond,diamond,sharp,color_form,both,189,1,,BR-BE,BR-BE,Aufkleber,sharp
214,3,24,zrcf,1,F,7,3,10,2,10,1,9,blue,blue,blue,blue,blue,green,triangle,heart,heart,heart,heart,heart,sharp,color_form,second,159,7,,NR-AF,R-AF,Aufkleber,sharp
215,3,13,brcf,1,CF,1,3,2,10,9,1,2,brown,brown,orange,orange,brown,orange,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,90,1,,BR-CB,BR-BC,Aufkleber,sharp
216,3,4,zrdc,1,C,8,9,10,10,10,9,2,orange,brown,brown,brown,brown,brown,diamond,star,circle,circle,diamond,diamond,sharp,dimension_color,second,88,8,NR-A,R-BC,,Aufkleber,sharp
217,3,16,zrcf,1,CF,7,10,10,10,3,1,2,grey,grey,grey,grey,grey,blue,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,177,7,,NR-DA,R-AD,Aufkleber,sharp
218,3,11,zrdf,1,F,9,10,10,10,9,10,1,brown,orange,black,green,green,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,44,9,NR-A,,R-CD,Aufkleber,sharp
219,3,14,brdf,1,DCF,3,10,10,2,2,10,2,black,orange,orange,grey,brown,green,quadrat,star,quadrat,quadrat,star,star,sharp,dimension_form,both,119,3,BR-A,,BR-DE,Aufkleber,sharp
220,3,15,erdc,1,DCF,5,9,1,2,1,2,2,blue,blue,blue,blue,blue,green,triangle,quadrat,star,triangle,quadrat,star,sharp,dimension_color,first,148,5,R-B,NR-AF,,Aufkleber,sharp
221,3,27,brcf,1,CF,1,1,1,10,1,10,9,brown,brown,green,green,brown,green,heart,circle,heart,heart,circle,circle,sharp,color_form,both,234,1,,BR-CF,BR-FC,Aufkleber,sharp
222,3,21,brcf,1,DCF,1,3,9,9,1,1,2,black,black,green,green,black,green,heart,star,heart,heart,star,star,sharp,color_form,both,72,1,,BR-EF,BR-FE,Aufkleber,sharp
223,3,12,zrdc,1,C,8,9,9,9,9,9,1,green,black,black,black,black,black,triangle,quadrat,diamond,star,heart,quadrat,sharp,dimension_color,second,70,8,NR-B,R-FE,,Aufkleber,sharp
224,3,16,brcf,1,CF,1,1,1,1,3,9,10,grey,grey,blue,blue,grey,blue,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,color_form,both,171,1,,BR-DA,BR-AD,Aufkleber,sharp
225,3,3,erdf,1,DC,6,9,3,1,3,1,2,green,green,grey,orange,blue,green,star,star,star,star,star,heart,sharp,dimension_form,first,59,6,R-A,,NR-EF,Aufkleber,sharp
226,3,23,brdc,1,FC,2,10,10,2,3,9,3,grey,black,grey,grey,black,black,star,diamond,triangle,circle,quadrat,circle,sharp,dimension_color,both,127,2,BR-B,BR-DE,,Aufkleber,sharp
227,3,25,brdf,1,DF,3,9,9,1,1,9,2,brown,black,blue,black,black,blue,quadrat,triangle,quadrat,quadrat,triangle,triangle,sharp,dimension_form,both,182,3,BR-A,,BR-DA,Aufkleber,sharp
228,3,23,zrdc,1,F,8,10,9,9,10,10,1,grey,black,black,black,black,black,quadrat,quadrat,triangle,circle,quadrat,triangle,sharp,dimension_color,second,133,8,NR-B,R-DE,,Aufkleber,sharp
229,3,17,zrdf,1,F,9,9,10,9,9,9,1,black,brown,black,brown,blue,brown,star,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,206,9,NR-A,,R-BE,Aufkleber,sharp
230,3,11,erdf,1,DC,6,10,1,2,2,3,1,blue,grey,orange,brown,orange,grey,circle,circle,circle,circle,circle,quadrat,sharp,dimension_form,first,41,6,R-A,,NR-CD,Aufkleber,sharp
231,3,14,erdf,1,DC,6,9,3,3,1,3,2,blue,blue,grey,brown,black,orange,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,dimension_form,first,122,6,R-A,,NR-DE,Aufkleber,sharp
232,3,18,brdc,1,DC,2,9,10,2,1,9,1,green,brown,green,green,brown,brown,heart,triangle,heart,quadrat,quadrat,heart,sharp,dimension_color,both,226,2,BR-B,BR-FC,,Aufkleber,sharp
233,3,20,erdc,1,CF,5,9,2,3,2,2,3,grey,grey,grey,grey,grey,brown,quadrat,quadrat,quadrat,quadrat,diamond,triangle,sharp,dimension_color,first,49,5,R-B,NR-DC,,Aufkleber,sharp
234,3,5,brcf,1,CF,1,2,2,1,2,3,2,grey,grey,black,black,grey,black,quadrat,star,quadrat,quadrat,star,star,sharp,color_form,both,108,1,,BR-DE,BR-DE,Aufkleber,sharp
235,3,17,brdf,1,DF,3,9,10,3,2,10,2,orange,blue,black,blue,green,orange,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,200,3,BR-A,,BR-BE,Aufkleber,sharp
236,3,4,erdc,1,DF,5,10,3,2,2,2,2,orange,orange,orange,orange,orange,brown,diamond,star,diamond,diamond,quadrat,heart,sharp,dimension_color,first,85,5,R-A,NR-BC,,Aufkleber,sharp
237,3,21,ercf,1,C,4,9,9,3,1,2,1,black,green,green,green,green,green,heart,heart,heart,heart,heart,star,sharp,color_form,first,75,4,,R-EF,NR-FE,Aufkleber,sharp
238,3,11,brdf,1,CF,3,10,10,1,3,9,2,green,blue,grey,black,brown,orange,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,38,3,BR-A,,BR-CD,Aufkleber,sharp
239,3,1,zrdc,1,C,8,9,10,9,10,9,2,blue,orange,orange,orange,orange,orange,star,heart,quadrat,quadrat,quadrat,star,sharp,dimension_color,second,7,8,NR-A,R-AB,,Aufkleber,sharp
240,3,20,zrdc,1,C,8,10,10,10,10,10,1,brown,grey,grey,grey,grey,grey,triangle,diamond,triangle,star,heart,quadrat,sharp,dimension_color,second,52,8,NR-B,R-CD,,Aufkleber,sharp
241,3,15,brdc,1,CF,2,10,10,3,3,10,3,blue,green,blue,blue,green,green,triangle,star,diamond,circle,heart,quadrat,sharp,dimension_color,both,145,2,BR-B,BR-AF,,Aufkleber,sharp
242,3,2,ercf,1,C,4,1,9,1,9,10,1,brown,grey,grey,grey,grey,grey,circle,circle,circle,circle,circle,quadrat,sharp,color_form,first,30,4,,R-CD,NR-CD,Aufkleber,sharp
243,4,15,zrdc,1,CF,8,9,10,10,10,10,1,blue,green,green,green,green,green,heart,heart,quadrat,quadrat,quadrat,star,sharp,dimension_color,second,151,8,NR-B,R-AF,,Aufkleber,sharp
244,4,10,zrcf,1,CF,7,2,3,3,3,1,10,orange,orange,orange,orange,orange,blue,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,15,7,,NR-BA,R-AB,Aufkleber,sharp
245,4,2,zrcf,1,CF,7,1,9,3,3,1,10,brown,brown,brown,brown,brown,grey,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,33,7,,NR-CD,R-CD,Aufkleber,sharp
246,4,13,brcf,1,CF,1,3,2,10,9,1,2,brown,brown,orange,orange,brown,orange,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,90,1,,BR-CB,BR-BC,Aufkleber,sharp
247,4,18,erdc,1,DCF,5,10,1,3,2,1,2,green,green,green,green,green,brown,quadrat,quadrat,quadrat,diamond,quadrat,quadrat,sharp,dimension_color,first,229,5,R-B,NR-FC,,Aufkleber,sharp
248,4,21,brcf,1,CF,1,3,9,9,1,1,2,black,black,green,green,black,green,heart,star,heart,heart,star,star,sharp,color_form,both,72,1,,BR-EF,BR-FE,Aufkleber,sharp
249,4,6,erdf,1,DCF,6,9,2,2,1,3,1,green,grey,orange,brown,green,brown,heart,heart,heart,heart,heart,triangle,sharp,dimension_form,first,140,6,R-A,,NR-FA,Aufkleber,sharp
250,4,2,ercf,1,CF,4,1,9,1,9,10,1,brown,grey,grey,grey,grey,grey,circle,circle,circle,circle,circle,quadrat,sharp,color_form,first,30,4,,R-CD,NR-CD,Aufkleber,sharp
251,4,27,zrcf,1,CF,7,2,2,10,10,3,9,green,green,green,green,green,brown,heart,circle,circle,circle,circle,circle,sharp,color_form,second,240,7,,NR-FC,R-FC,Aufkleber,sharp
252,4,18,zrdc,1,CF,8,9,10,9,10,9,2,green,brown,brown,brown,brown,brown,quadrat,heart,triangle,triangle,circle,heart,sharp,dimension_color,second,232,8,NR-B,R-FC,,Aufkleber,sharp
253,4,17,brdf,1,CF,3,9,10,3,2,10,2,orange,blue,black,blue,green,orange,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,200,3,BR-A,,BR-BE,Aufkleber,sharp
254,4,25,zrdf,1,CF,9,10,10,9,10,9,3,blue,grey,black,green,green,green,quadrat,triangle,triangle,triangle,triangle,triangle,sharp,dimension_form,second,188,9,NR-A,,R-DA,Aufkleber,sharp
255,4,20,brdc,1,CF,2,9,9,1,3,10,3,brown,grey,brown,brown,grey,grey,circle,diamond,quadrat,quadrat,heart,star,sharp,dimension_color,both,46,2,BR-B,BR-CD,,Aufkleber,sharp
256,4,11,brdf,1,CF,3,10,10,1,3,9,2,green,blue,grey,black,brown,orange,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,38,3,BR-A,,BR-CD,Aufkleber,sharp
257,4,22,brdf,1,CF,3,9,9,1,1,10,3,green,black,brown,black,black,orange,diamond,circle,diamond,diamond,circle,circle,sharp,dimension_form,both,101,3,BR-A,,BR-CB,Aufkleber,sharp
258,4,4,brdc,1,CF,2,10,9,1,2,9,2,orange,brown,orange,orange,brown,brown,quadrat,quadrat,heart,quadrat,diamond,star,sharp,dimension_color,both,82,2,BR-A,BR-BC,,Aufkleber,sharp
259,4,7,zrdc,1,CF,8,9,10,10,10,9,1,blue,grey,grey,grey,grey,grey,quadrat,circle,triangle,circle,star,triangle,sharp,dimension_color,second,169,8,NR-A,R-AD,,Aufkleber,sharp
260,4,5,zrcf,1,CDF,7,9,1,3,3,1,1,grey,grey,grey,grey,grey,black,quadrat,star,star,star,star,star,sharp,color_form,second,114,7,,NR-DE,R-DE,Aufkleber,sharp
261,4,3,zrdf,1,CF,9,10,10,10,9,9,3,brown,green,brown,black,brown,grey,star,heart,heart,heart,heart,heart,sharp,dimension_form,second,62,9,NR-A,,R-EF,Aufkleber,sharp
